Terms,TOP,BOT
nancy,1,0
nano,0,1
nanophysics,0,1
nanos,0,1
nanoscale,0,2
nanotechnology,0,5
naomi,1,2
nap,1,0
napkins,0,1
napster,1,0
narcissism,1,0
narnialaughterand,1,0
narrative,0,5
narrativeits,1,0
narratives,0,2
narrator,0,14
narrow,6,2
narrows,1,0
nasa,0,6
nasamy,0,1
nasas,0,2
nasdaq,0,1
nash,0,1
nasty,1,0
natal,0,1
nation,0,5
national,9,31
nationalism,0,1
nationally,0,1
nations,3,4
nationsif,0,1
native,1,0
natives,0,1
nativity,1,0
natural,13,26
naturally,3,13
nature,7,37
natures,0,2
naughtiness,2,0
naval,0,1
navigate,1,5
navigation,0,2
navy,0,2
navys,0,2
nazis,0,1
ndesanjo,0,1
neanderthal,0,1
near,0,7
nearby,2,1
nearest,0,6
nearly,7,6
neat,1,1
necessarily,5,5
necessary,5,4
necessity,0,1
neck,2,2
necktie,0,1
need,130,176
needed,17,16
needeventually,1,0
neediness,1,0
needing,1,0
needle,0,5
needles,0,2
needs,30,34
needsand,0,1
needsbut,0,1
needslet,1,0
needstheres,0,1
needsthis,0,1
needswhen,1,0
needy,0,2
negative,18,4
negativelaughterand,1,0
negatives,1,0
negativity,3,0
neglect,3,1
negligible,1,0
negotiate,0,2
negotiated,0,3
negotiates,1,0
negotiating,1,1
negotiation,2,1
negotiations,1,1
neighbor,0,5
neighborand,0,1
neighborher,0,1
neighborhood,3,2
neighborhoodph,0,1
neighborhoods,2,1
neighboring,0,1
neighbors,3,4
neighborsthis,1,0
neighbourhood,0,1
neil,0,1
neither,5,1
neitherkb,1,0
nelson,3,1
neocortex,3,0
neodarwinism,0,1
nerd,1,1
nerds,0,1
nerve,3,1
nerves,1,0
nervous,12,3
nervously,1,0
nest,0,1
nested,1,0
nests,0,1
net,3,5
netapplauseapplause,1,0
netherlands,1,5
neti,1,0
nets,0,2
network,1,16
networkand,1,0
networkgirl,0,1
networking,1,3
networks,2,5
neural,1,0
neuroanatomist,1,0
neurobiologically,1,0
neurohormone,1,0
neurologist,1,0
neurologists,1,0
neuroscience,0,1
neuroscientist,1,0
neurosurgeon,2,0
neurotic,0,1
neurotoxic,0,1
neutral,4,2
neutralize,1,0
nevada,0,3
never,108,65
nevertheless,1,0
nevirapine,0,1
new,120,119
newer,0,1
newest,1,1
newfound,1,1
newfoundland,0,1
newly,1,0
newport,1,0
news,19,47
newsbad,0,2
newslet,1,0
newspaper,4,5
newspaperman,0,1
newspapers,2,0
newsrooms,0,1
newsso,0,1
newsstandbut,0,1
newt,1,0
newton,0,4
newtonian,0,4
next,81,75
nextgeneration,1,0
nextmusicthat,1,0
nexus,0,1
ngos,1,0
nhat,0,1
nice,19,17
nicely,1,0
niceness,1,0
niceof,1,0
nicer,0,1
nicest,0,2
niche,1,0
nicholas,1,0
nick,6,0
nickname,1,0
nicknames,1,0
nicks,1,0
nicolaus,1,0
nicole,6,0
nicolekb,1,0
niece,0,1
niger,2,0
nigeria,8,15
nigerian,6,8
nigerians,5,0
night,39,25
nightcap,1,0
nightclubs,2,0
nightgown,0,1
nightgownand,0,1
nightgownher,0,1
nightgownslaughtercamp,1,0
nightlaughterand,1,0
nightlaughterhare,1,0
nightmare,3,1
nights,4,1
nightslaughterapplausewhich,1,0
nightwe,0,1
nike,0,5
nikes,0,1
nine,10,10
ninemillimeter,1,0
ninemusicmusic,1,0
ninepound,0,1
ninetyseven,0,1
nineyearold,1,0
nineyearolds,2,0
ninja,2,0
nipple,0,1
nirvana,5,0
nitpicky,1,0
nitrogen,0,4
nixons,1,0
nkali,2,0
nnt,1,0
noab,1,0
noam,0,1
noar,1,0
nobel,4,0
nobodies,0,1
nobody,25,10
nobodys,0,3
nobu,0,1
nod,2,0
nodded,1,0
nohe,1,0
noif,1,0
noise,3,1
noisemaking,1,0
noises,1,0
noisier,1,0
noisy,2,0
nokb,6,0
nokia,0,1
nolaughtergood,1,0
nolaughteri,1,0
nolaughterso,0,1
nollywood,1,14
nollywoodvideo,0,1
nomad,0,1
nomadic,0,1
nomads,0,1
noman,1,0
non,1,0
noncompassion,0,1
noncomporary,1,0
nonconscious,1,0
noncontracted,1,0
noncustomer,0,1
nondeadline,1,0
nondescript,0,1
none,8,10
nonetheless,3,2
nonethelessfor,0,1
nonethelesslaughteras,1,0
nonexistent,0,1
nonfiction,0,2
nongovernmental,1,0
nonlethal,0,1
nonlinear,0,2
nonnative,0,1
nonorthogonal,0,2
nonpalsy,1,0
nonprocrastinator,1,0
nonprocrastinatorlaughternow,1,0
nonprocrastinators,3,0
nonprofit,3,2
nonpsychopathic,1,0
nonsense,1,1
nonstressful,1,0
nonunderstanding,1,0
nonvalue,0,1
nonverbal,7,0
nonverbals,10,0
nonviolent,0,13
nonwhitethe,1,0
nonzerosum,0,21
nonzerosumness,0,5
nonzerosumnessyouve,0,1
noodling,0,1
noon,0,1
nope,1,1
nopeso,1,0
noph,0,1
norm,2,1
normal,25,5
normalized,1,0
normally,4,3
normalshaped,0,1
norman,2,0
norms,2,1
north,39,12
northbound,0,1
northern,0,12
northwest,0,1
northwestern,1,0
norwegian,0,1
nose,9,5
nosekb,0,1
nosj,2,0
noso,1,0
nostalgic,0,1
nostril,1,0
nostrils,0,2
notably,1,0
notand,1,0
notapplausein,0,1
notch,0,1
note,9,4
notech,1,0
noted,0,1
notemusicand,1,0
notemusicyou,1,0
notepads,1,0
notes,4,2
notesmusicand,1,0
notesmusicbut,1,0
notesmusicthe,1,0
nothen,1,0
nothing,44,34
nothingapplausethank,0,1
nothingmoreover,1,0
nothings,2,0
notice,14,8
noticeable,0,1
noticed,9,8
noticing,1,0
noting,0,1
notion,3,13
notions,3,1
notionshere,0,1
notkt,1,0
notlaughterbut,0,1
notlaughterkb,1,0
notnow,1,0
notwithstanding,0,1
notwould,0,1
noun,1,0
nourishment,1,0
novel,15,1
novelistlaughterso,1,0
novels,1,3
novelty,7,1
november,2,3
now,287,275
nowadays,4,3
nowhere,2,4
nowherethe,1,0
nowhowever,1,0
nowi,0,1
nowif,1,0
nowkt,1,0
nowlaughterapplausetill,1,0
nowlaughterif,0,1
nowlaughtershy,1,0
nowloved,0,1
nownow,1,0
nowone,0,1
nows,0,1
nowsj,1,0
nowso,0,1
nowthank,1,0
nowvideo,0,1
nowwhat,1,1
nowwhen,0,1
npr,1,1
nuanced,0,1
nub,0,1
nuclear,1,4
nude,1,0
nudge,0,1
nudges,1,0
nudging,1,0
nugget,1,0
nuland,1,0
numb,14,0
number,81,24
numberaudience,1,0
numbereventually,1,0
numbernow,0,1
numbers,14,6
numberslaughterwere,1,0
numberso,0,1
numbing,1,0
numerous,1,1
nurse,3,12
nurses,2,14
nursing,1,1
nurture,1,2
nurturing,0,1
nut,2,0
nutrients,0,1
nutritional,1,0
nuts,2,1
nwokedi,0,1
nye,1,0
nyu,1,0
oak,0,1
oakland,1,0
oakpaneled,1,0
oasis,0,1
obama,2,3
obamas,1,1
obe,0,1
obeidallah,1,0
oberlander,1,0
oberlin,0,1
obese,1,0
obesity,0,2
obi,0,1
object,1,7
objectbased,0,1
objective,0,1
objectively,1,0
objectives,0,1
objects,19,9
obligated,1,0
obligation,0,1
obliged,1,0
obliquely,0,1
obscura,0,3
observable,0,1
observational,1,0
observations,3,0
observe,2,1
observed,1,3
observer,0,2
observing,0,1
obsessed,2,5
obsesses,0,1
obsession,4,3
obsessions,0,1
obsessive,0,1
obsolete,0,2
obstetricians,0,1
obtained,0,1
obvious,12,7
obviously,9,8
obviouslythen,1,0
occasion,0,4
occasional,0,2
occasionally,2,1
occasionallythen,0,1
occupancy,0,1
occupational,0,1
occupied,1,1
occupy,1,1
occupying,0,3
occur,3,3
occurred,3,8
occurring,1,1
occurs,1,2
ocean,3,31
oceanand,0,1
oceanic,0,1
oceanographic,0,2
oceans,0,18
oclock,1,3
october,2,4
octocopters,1,0
octogenarian,2,0
octopus,7,0
odd,1,4
oddly,1,0
odds,3,1
odious,1,0
odonkohlaughteri,1,0
odor,1,0
oecd,4,0
oecdand,1,0
oedipus,1,0
oeuvre,1,0
offchance,1,0
offend,1,1
offending,1,0
offensive,1,0
offer,6,5
offered,7,2
offering,2,1
office,12,15
officeph,0,1
officer,4,2
offices,3,2
official,7,0
officials,0,2
offif,1,0
offlaughtereyes,0,1
offlaughteror,1,0
offline,2,1
offor,0,1
offright,1,0
offshoots,0,1
offsite,0,2
ofour,0,1
often,52,33
oftenapplauseso,0,1
oftennumber,1,0
oftentimes,2,0
ogden,0,1
ohapplauseapplause,2,0
ohapplausekb,1,0
ohio,2,3
ohlaughterhesitant,1,0
ohlaughterif,1,0
ohlaughterkb,1,0
oil,5,28
oils,1,0
okand,0,1
okapplauseand,0,1
okaudience,2,0
okay,32,16
okayi,1,0
okaylaughterthis,1,0
okayso,2,0
okdid,1,0
oki,0,1
okkb,2,0
okkt,1,0
oklaughterapplauseso,1,0
oklaughterive,1,0
oklaughtermake,1,0
oknow,1,0
okoloma,1,0
okso,0,1
olbermann,3,0
old,33,40
oldand,0,1
olden,0,1
older,8,6
oldest,1,4
olé,8,0
oléapplause,1,0
olfactory,1,1
olive,1,0
oliver,0,1
olympic,1,0
olympics,1,2
omaha,0,1
ombudsman,0,1
ominous,2,0
omniscient,0,2
omsk,0,1
onand,0,1
onapplausepeople,1,0
onboard,0,1
onbut,0,1
oncoming,1,0
one,468,411
oneandaquarter,1,0
onebuttock,4,0
onechip,0,2
onekb,1,0
onelaughteraccording,1,0
onelaughteras,1,0
onelaughterif,2,0
oneminute,0,1
oneness,0,2
onenow,1,0
onepm,1,0
onequestion,1,0
ones,23,36
onesaround,1,0
oneself,2,6
oneselfthat,0,1
oneslaughterapplauseand,0,1
onethats,1,0
onethese,0,1
onethird,0,1
onetitle,0,1
onetoone,0,2
onewell,1,0
oneyearolds,1,0
ongoing,1,4
onkb,2,0
onlaughtergranted,1,0
onlaughteri,1,0
online,26,12
onlinevideo,0,1
onnow,0,1
onoff,0,1
onscreenupon,1,0
onsite,0,1
onsome,0,1
onstage,3,0
ontario,0,1
onthe,0,3
onthemountain,1,0
onto,10,14
onwards,1,0
oops,2,0
open,30,29
openaccess,0,3
opened,4,4
openended,1,0
openers,1,0
openheart,1,6
opening,7,2
openly,0,1
openminded,0,1
openmindedness,0,1
openness,1,1
opens,0,4
opensource,0,2
opera,4,0
operate,1,0
operated,0,1
operates,0,1
operating,4,4
operational,0,1
operations,1,0
operator,0,2
operatorcentric,0,1
operators,1,1
ophelia,1,0
ophthalmologists,0,2
opinion,6,1
opinions,5,0
opportune,1,2
opportunities,1,4
opportunity,18,27
opportunitynumber,1,0
opposable,1,0
opposed,2,1
opposes,0,1
opposing,0,1
opposite,12,2
opposition,0,1
oppression,2,1
oppressive,0,2
opprobrium,1,0
oprah,3,0
oprahlaughteri,1,0
optical,0,1
optically,0,1
optimal,1,1
optimisations,0,1
optimism,1,2
optimistic,1,0
optimistically,1,0
optimisticca,0,1
optimization,0,1
optimize,0,1
option,3,2
optionalwhat,1,0
optionlaughtermy,1,0
options,11,2
optionsso,1,0
oral,2,0
orange,2,2
orator,2,0
orca,0,1
orchestra,3,0
orchestras,1,0
order,27,31
ordered,0,3
orders,0,7
ordersso,0,1
ordersthe,0,1
orderthank,0,1
ordinary,2,6
organ,0,2
organisms,0,6
organization,3,16
organizations,8,2
organizationsome,1,0
organize,3,3
organized,1,3
organizes,1,0
organizing,1,1
organs,2,3
orgasm,22,0
orgasms,1,0
orha,0,1
oriental,1,0
orientation,1,2
orifice,0,1
origin,0,1
original,12,3
originally,0,3
originlaughteronce,1,0
orkut,1,0
orlando,0,1
ornithopter,0,1
ornithopters,0,1
orphan,0,1
orphans,0,1
orthodox,0,1
orthoview,0,1
orville,3,0
orwell,0,1
ory,0,1
osama,0,2
oscilloscope,0,1
oslo,0,1
otherand,1,0
otheri,1,1
otherlaughternow,1,0
otherness,0,1
others,41,31
othersin,1,0
othersnow,0,1
otherso,1,0
otherswe,1,0
otherwe,0,1
otherwise,7,7
ounce,1,0
ounces,0,1
ourselveslaughterthe,1,0
ourselvesthats,1,0
ourselvestheres,1,0
outages,1,0
outbreak,0,2
outbreaks,0,1
outcome,4,2
outcomelaughterbut,1,0
outcomes,9,2
outdated,1,0
outdatedlaughteryou,1,0
outed,0,1
outer,0,1
outermost,1,0
outfit,3,1
outfitted,1,1
outfor,0,1
outgoingand,1,0
outgrown,0,1
outi,1,0
outif,0,1
outit,0,1
outlaughterand,1,0
outlaughternow,1,0
outlet,1,0
outlets,1,1
outliers,3,0
outline,0,1
outlined,1,1
outmusicapplausekb,0,1
outnow,0,1
outnumber,1,1
outofbody,2,0
outofthebox,0,1
output,2,1
outraged,0,1
outrageous,0,2
outreach,0,1
outright,1,0
outrun,0,1
outset,1,2
outside,22,16
outsiders,0,1
outsideso,0,1
outsize,1,0
outsj,1,0
outsmart,1,0
outso,2,0
outsource,1,0
outstanding,1,0
outstretched,1,0
outstudies,1,0
outthank,1,0
outto,1,0
outward,1,0
oval,0,1
oven,0,1
overall,2,5
overanticipated,1,0
overblown,2,0
overcome,2,0
overcoming,0,1
overdetermined,1,0
overdiagnoses,1,0
overdid,1,0
overdo,1,2
overeager,0,1
overestimating,1,0
overevery,1,0
overexcitable,1,0
overexcited,0,1
overhaul,1,0
overhead,0,3
overheard,1,1
overlap,3,0
overlaughterhow,1,0
overlaughterso,1,0
overlook,1,0
overlooked,2,0
overlooking,1,0
overnight,3,0
overrated,2,1
overrating,1,0
oversaw,1,0
oversharing,1,0
overso,0,1
overtake,0,1
overtaken,0,1
overtrusting,1,0
overture,0,1
overview,1,0
overvoice,0,1
overweight,2,0
overwhelmed,2,3
overwhelming,0,1
owe,1,0
owned,1,1
owner,0,6
ownership,1,2
owneven,1,0
owning,1,0
owns,1,2
ownso,1,0
oxford,0,1
oxidized,0,1
oxygen,6,14
oxygenated,2,0
oxygenating,2,0
oxygenpoor,0,1
oxymoron,0,1
oxytocin,11,0
oyster,0,2
ozone,0,2
pace,2,1
pacific,0,4
pack,1,7
packaday,0,1
package,0,8
packaged,1,0
packaging,1,1
packed,2,2
packing,0,2
pacman,0,1
pact,0,1
pad,3,1
paddle,0,1
pads,2,1
page,10,5
pagemaker,0,1
pages,7,2
pagethat,0,1
paid,10,8
pain,19,7
painand,1,0
painevery,1,0
painfree,1,0
painful,4,1
painfully,1,0
painin,0,1
painit,0,1
painless,1,0
pains,2,0
paint,4,2
paintbrush,0,2
painted,1,4
painter,0,1
painters,1,1
painting,4,3
paintings,1,2
pair,5,6
pairs,2,1
pairsi,1,0
paisley,0,1
pakistan,2,0
pakistani,1,0
palaces,0,1
pales,0,2
palestine,1,0
palestinian,3,0
palestinians,0,2
pallets,0,1
palm,2,1
palmer,1,0
palmpilot,0,1
palmpilots,0,1
palsy,3,0
palsydisability,1,0
pam,0,1
pamela,1,0
pamphlet,1,0
pan,0,1
panaceas,1,0
panchromatic,0,1
panel,2,3
panels,0,3
panic,11,0
panicking,1,0
pants,1,2
paparazzi,1,0
paper,30,17
paperbut,1,0
paperin,1,0
paperless,0,1
papers,5,2
paperthin,0,1
par,1,0
parablethe,0,1
parachuting,0,1
parade,1,0
paradigm,3,5
parading,1,0
paradise,1,1
paradisethank,1,0
paradox,2,1
paradoxically,1,0
parallel,1,6
parallelogram,1,0
paralysis,5,0
paralyze,0,1
paralyzed,3,0
paranoid,1,0
paranormal,1,0
paranormali,1,0
parapet,1,0
paraphrasing,1,0
paraplegias,1,0
paraplegiclaughterjust,1,0
paraplegics,1,0
parasite,0,2
parasites,0,2
parasitized,0,1
parce,1,0
pardon,1,1
parent,3,2
parentand,1,0
parentchild,1,0
parenthood,1,0
parenting,1,0
parents,22,12
paretoimproving,1,0
paris,1,2
park,2,10
parking,6,1
parkinsons,1,0
parks,1,2
parliament,0,3
parliamentary,0,1
parlors,0,2
parse,1,0
part,60,68
parthenon,0,1
partial,1,1
participants,7,1
participate,5,5
participating,5,1
participation,3,2
participative,0,1
particles,0,4
particular,16,24
particularly,10,8
parties,1,4
partisan,1,0
partition,0,1
partlaughtersherry,1,0
partly,5,1
partner,25,4
partnerand,1,0
partnered,3,1
partners,8,6
partnership,1,1
partnerships,0,1
partnerthe,1,0
partnow,0,1
partokay,1,0
parts,14,27
party,10,4
partyher,0,1
pas,1,0
pass,11,6
passage,0,1
passages,0,1
passé,1,0
passed,4,6
passengers,1,1
passersby,0,1
passes,1,2
passing,3,1
passion,6,13
passionate,9,3
passionately,3,0
passions,0,4
passmore,0,1
passover,0,2
passport,5,3
passportlaughterso,1,0
passports,2,0
password,0,3
passwords,1,1
past,30,17
pastand,0,1
pastkeep,0,1
pastlaughterapplause,1,0
pastnow,1,0
pastor,0,3
pastsbehold,0,1
pastthen,1,0
pastures,0,1
pat,1,1
patch,1,1
patent,1,2
patents,0,1
paternalism,0,1
paternity,2,0
path,5,9
pathcomrades,0,1
pathetic,0,3
pathfinder,0,2
pathi,1,0
pathological,1,0
pathology,1,0
pathsnow,0,1
pathway,0,1
pathways,0,1
patient,7,17
patientcentered,0,1
patientcentric,0,1
patients,13,19
patronizing,1,0
pattern,11,3
patterned,1,0
patterns,6,2
patton,0,1
patty,0,1
paul,1,7
paulo,0,1
pause,2,0
pauses,2,0
paved,0,1
pavlovian,0,1
pax,0,1
pay,11,10
payback,0,1
paycheck,1,0
paychecks,0,2
payforperformance,1,0
paying,5,2
payment,0,4
payoff,0,2
paypal,0,1
payroll,1,0
pdas,1,0
peace,4,18
peaceful,3,4
peacefulness,1,0
peacekeepers,0,1
peacewhile,0,1
peach,1,0
peak,1,7
peaks,1,0
peal,0,2
peanut,2,0
pearl,2,1
peck,1,0
peculiar,7,0
pedal,0,1
pedaling,0,1
pedestrian,0,1
peebecause,0,1
peek,0,1
peel,0,1
peeping,1,0
peepshows,0,1
peer,0,2
peered,1,0
peers,3,1
peertopeer,0,1
pen,3,9
penancemy,0,1
pencil,5,2
pendant,1,0
penetrate,0,1
penetration,1,2
penis,4,3
penitentiary,1,0
penney,0,1
penniesca,0,1
pennsylvaniai,0,1
pens,0,5
pentagon,0,1
pentium,0,1
people,495,364
people—,0,1
peopleand,1,1
peopleby,0,1
peopled,1,0
peoplei,1,0
peoplelaughterthis,1,0
peoplemy,1,0
peoples,12,5
peopleyou,1,0
pepper,1,0
peppered,1,0
per,14,12
perceive,0,5
perceived,2,1
percent,64,78
percentage,2,0
percentile,1,0
percentso,0,1
perception,6,1
perceptions,2,0
perceptive,1,0
perceptual,0,1
perfect,19,12
perfected,0,2
perfection,1,1
perfectly,11,6
perflubron,1,0
perform,10,4
performance,10,2
performanceis,1,0
performances,1,0
performancethen,1,0
performancethere,1,0
performed,6,0
performer,1,0
performers,2,0
performing,3,0
performs,2,0
perfume,0,1
perhaps,13,28
peril,0,1
perimeter,0,4
perimeters,1,0
period,5,6
periodically,0,1
periods,0,1
periodweve,1,0
periphery,1,0
permanence,1,0
permanent,3,5
permanently,1,0
permission,1,0
permissions,0,1
permissive,1,0
permit,0,3
permitlaughterthe,0,1
permits,0,2
permutation,1,0
perpetrator,2,0
perpetrators,0,1
perpetuated,1,0
perplexed,2,0
perseverance,1,0
persevere,1,0
persist,2,0
persistence,2,0
person,94,53
persona,1,0
personal,15,14
personalities,2,0
personality,5,0
personalize,0,1
personalized,0,1
personally,6,3
personand,1,0
personned,1,0
persons,2,5
personso,1,0
personwhen,1,0
perspective,4,10
perspectives,0,1
persuading,0,1
pervasive,0,4
perverse,0,1
perverts,0,2
pessimism,0,4
pet,3,3
pete,2,1
peter,0,3
petition,0,1
petra,0,2
petrol,0,1
petroleum,0,5
pets,0,2
peut,2,0
pew,2,0
peya,0,1
pfft,0,1
phallus,2,0
phantom,1,0
pharmaceutical,1,1
phaseout,0,1
phases,1,0
phd,5,3
phelps,1,0
phenomena,1,0
phenomenal,0,5
phenomenalwe,0,1
phenomenon,1,6
phil,2,0
philadelphia,0,1
philanderers,1,0
philosopher,1,0
philosophical,1,0
philosophy,2,2
philosophylaughterthis,1,0
phone,29,31
phoned,2,0
phonemakers,0,1
phones,9,19
phonetic,1,0
phonograph,0,1
phosphorous,0,1
photo,4,4
photobioreactor,0,2
photobioreactors,0,2
photograph,2,3
photographer,2,1
photographers,1,1
photographs,0,2
photography,2,0
photomontage,0,1
photos,8,3
photosharing,0,1
photosynthesis,0,1
photovoltaic,0,1
phrase,1,0
phrasemusici,1,0
phwap,0,1
phwapsomething,0,1
physical,30,3
physically,8,2
physician,3,0
physicianpatient,1,0
physicians,2,0
physicist,0,1
physicists,0,1
physics,5,5
physiological,1,0
physiologically,1,0
physiologyso,1,0
pianist,2,0
piano,3,3
piberesima,0,1
pick,18,40
picked,1,5
pickers,0,2
picking,6,6
pickle,0,2
pickled,0,1
pickling,0,1
pickpack,0,1
pickpocket,1,0
picks,5,1
pickup,1,1
picture,26,55
pictured,1,0
pictures,13,10
picturethats,0,1
picturous,0,1
pidgin,1,0
piebald,0,1
piece,34,13
pieceofjunk,1,0
pieces,3,9
pierpont,5,0
pig,4,0
pigeons,0,1
piggyback,0,1
pigheadedly,0,1
piglets,1,0
pigprimates,1,0
pigs,2,1
pile,0,1
piles,2,1
pilgrim,0,1
pilgrimage,0,1
pill,0,3
pillaging,0,1
pillar,1,0
pillow,0,1
pilot,0,2
pilots,2,0
pimpcame,0,1
pin,1,6
pinayon,0,1
pinch,2,0
pinched,1,0
pinching,1,0
pine,1,4
pines,0,2
pink,0,1
pinpoint,1,1
pinpoints,0,1
pinstripe,2,0
pinwheel,1,0
pinyon,0,1
pioneers,0,2
pipe,0,1
pipeline,1,2
piracy,1,0
piscivorous,0,1
piss,0,1
pissed,1,0
pitch,7,1
pitchblack,1,0
pits,1,0
pitsthe,0,1
pitt,0,1
pitts,0,1
pittsburgh,0,1
pituitary,1,0
pity,4,1
pivot,1,0
pivotal,0,1
pixels,6,0
pixelsso,1,0
pixielaughteri,1,0
pizza,0,1
pizzas,1,0
pjs,0,1
place,49,65
placeand,1,0
placebased,0,1
placed,1,4
placegetting,1,0
placei,0,1
placelaughteryou,1,0
places,12,15
placeslarry,0,1
placeslaughteri,1,0
placeso,2,1
placesthis,0,1
placewell,1,0
placing,2,1
plagued,1,0
plagues,1,0
plain,1,5
plan,11,6
plane,9,7
planes,3,2
planet,14,24
planets,1,5
planetwhen,1,0
planktivores,0,2
plankton,0,4
planlaughterand,1,0
planned,3,0
planner,2,0
planning,5,5
planningtheres,0,1
plans,6,3
plant,1,13
planted,0,3
planting,0,3
plants,0,4
plasma,0,1
plastered,2,0
plastic,0,13
plastics,0,1
plate,0,1
plates,0,1
platesi,0,1
platform,1,1
platforms,0,2
platinum,0,1
play,33,17
played,5,3
player,7,3
players,2,1
playful,2,0
playfulness,2,0
playground,2,0
playgroundlaughternow,1,0
playing,11,10
playinglaughterbecause,1,0
playingmusicit,1,0
playmates,1,0
plays,1,2
playsapplauseapplause,0,1
playslaughterso,0,1
playsmusicmusic,0,3
playsmusicviolin,0,1
playstation,1,0
playsviolin,0,1
plea,0,4
pleading,0,1
pleasand,0,1
pleasant,3,1
pleasantly,1,0
please,12,14
pleaseaudience,3,0
pleasecamel,0,1
pleased,2,1
pleaselaughter,1,0
pleaseso,1,0
pleasevolunteer,4,0
pleasure,10,0
pleasureand,1,0
pleasuring,1,0
pledged,1,0
plenty,2,3
plethora,0,2
plinths,3,0
plos,0,1
plot,1,3
plotlaughterapplauseit,0,1
plots,0,3
plotted,0,2
plotting,0,4
plow,2,0
plucked,0,1
plug,0,2
plumbers,1,0
plumbingupon,0,1
plumes,0,3
plummeted,1,0
plumped,0,1
pluralistic,0,1
pluribus,0,1
plus,9,6
pluto,1,0
pmtct,0,6
pneumonia,0,2
pocahontas,0,1
pocket,12,4
pocketbooks,0,1
pocketj,1,0
pockets,5,0
pocketsj,1,0
pod,0,2
podium,1,0
pods,1,4
poem,20,9
poemin,0,1
poems,6,3
poemwhen,1,0
poet,8,0
poetic,1,0
poetics,1,0
poetry,24,2
poetryso,1,0
poets,4,0
poetthe,0,1
point,53,50
pointer,3,2
pointers,0,1
pointing,3,4
pointpm,1,0
points,8,9
poised,1,0
poison,0,1
poker,2,0
poking,0,1
poland,1,3
polanda,0,1
polar,0,1
polarity,0,1
polarized,1,0
pole,7,9
poles,0,1
police,6,11
policeman,1,0
policemen,0,3
policies,1,2
policy,5,5
policylaughterif,0,1
polisci,0,1
polish,0,1
polished,0,1
polite,1,0
political,5,8
politically,1,1
politicians,4,10
politics,5,6
politicsand,0,1
poll,0,1
polle,1,0
pollen,0,1
pollock,1,0
pollute,0,1
polluting,0,1
pollution,0,3
polynesian,1,0
polyneuritic,1,0
pond,1,3
pong,1,0
ponies,1,0
pontificate,1,0
ponytails,1,0
ponzi,1,0
pooeylet,0,1
poof,0,1
pool,2,5
pools,0,1
poop,0,1
poor,14,14
poorer,1,0
poorest,5,1
poorly,3,2
pop,4,2
poppa,1,0
popping,1,1
pops,0,1
popular,5,3
popular—,0,1
popularity,0,1
